transaction_id,sender,receiver,amount,timestamp,account_age_days,transaction_type,fraud_flag,high_amount_flag,new_account_flag,amount_account_age_ratio,transaction_type_encoded
24,10050,20077,49026.96,2026-01-11 13:30:23.295295,154,NEFT,0,1,0,316.3029677419355,1
25,10064,20088,35076.31,2026-01-12 06:07:23.295295,801,NEFT,1,1,0,43.73604738154613,1
26,10085,20057,7450.51,2025-12-29 02:53:23.295295,768,IMPS,0,0,0,9.688569570871262,0
27,10022,20013,6037.03,2026-01-22 07:46:23.295295,985,RTGS,0,0,0,6.122748478701825,2
28,10020,20078,44462.91,2026-01-24 05:07:23.295295,578,IMPS,0,1,0,76.79259067357513,0
29,10043,20078,37277.73,2025-12-31 10:31:23.295295,429,NEFT,0,1,0,86.69239534883722,1
30,10083,20023,5329.14,2026-03-03 09:21:23.295295,34,RTGS,0,0,0,152.26114285714286,2
31,10089,20087,49289.57,2026-02-06 20:36:23.295295,309,NEFT,0,1,0,158.99861290322582,1
32,10090,20014,34203.03,2026-01-07 00:16:23.295295,103,RTGS,0,1,0,328.87528846153845,2
33,10088,20039,28518.27,2026-01-19 12:03:23.295295,208,NEFT,0,0,0,136.45105263157896,1
34,10011,20094,32412.89,2026-02-11 02:58:23.295295,208,NEFT,0,1,0,155.0855980861244,1
35,10016,20008,31843.54,2026-03-01 23:04:23.295295,379,UPI,0,1,0,83.79878947368421,3
36,10004,20091,7721.81,2026-02-26 06:16:23.295295,914,IMPS,0,0,0,8.439136612021858,0
37,10064,20078,18777.72,2026-01-14 19:19:23.295295,877,NEFT,0,0,0,21.386924829157177,1
38,10008,20035,44432.24,2026-01-13 15:43:23.295295,194,RTGS,0,1,0,227.85764102564102,2
39,10050,20068,11374.2,2026-01-13 03:04:23.295295,751,RTGS,0,0,0,15.125265957446809,2
40,10056,20093,24871.21,2026-01-26 17:51:23.295295,732,UPI,0,0,0,33.93070941336971,3
41,10026,20036,49140.53,2026-01-02 01:22:23.295295,908,UPI,0,1,0,54.05998899889989,3
42,10030,20089,28420.77,2026-02-21 08:07:23.295295,19,UPI,0,0,1,1421.0385,3
43,10042,20029,37299.2,2026-03-04 11:36:23.295295,439,RTGS,0,1,0,84.77090909090909,2
44,10050,20047,24040.25,2026-01-30 16:13:23.295295,194,IMPS,0,0,0,123.28333333333333,0
45,10005,20039,12996.34,2026-01-18 18:52:23.295295,574,UPI,0,0,0,22.60233043478261,3
46,10008,20010,46833.09,2026-02-17 23:13:23.295295,298,RTGS,0,1,0,156.63240802675585,2
47,10080,20009,29103.41,2026-02-02 09:25:23.295295,78,UPI,0,0,0,368.39759493670886,3
48,10091,20026,32694.24,2025-12-27 20:59:23.295295,530,RTGS,0,1,0,61.57107344632769,2
49,10058,20078,1496.72,2026-01-13 06:04:23.295295,910,RTGS,0,0,0,1.6429418221734358,2
50,10041,20015,36442.58,2026-01-08 03:56:23.295295,754,IMPS,0,1,0,48.268317880794704,0
51,10016,20098,22390.78,2026-01-07 07:47:23.295295,297,RTGS,0,0,0,75.13684563758389,2
52,10089,20088,16424.95,2026-01-10 09:44:23.295295,755,UPI,0,0,0,21.726124338624338,3
53,10074,20032,48289.38,2026-01-14 08:20:23.295295,70,NEFT,0,1,0,680.1321126760563,1
54,10001,20044,15080.58,2026-01-01 17:59:23.295295,698,NEFT,0,0,0,21.57450643776824,1
55,10100,20054,11135.03,2026-01-24 15:03:23.295295,931,RTGS,0,0,0,11.947457081545066,2
56,10007,20091,23576.13,2026-01-24 11:54:23.295295,186,NEFT,0,0,0,126.0755614973262,1
57,10033,20026,2216.14,2026-01-27 08:05:23.295295,819,IMPS,0,0,0,2.702609756097561,0
58,10078,20077,12121.61,2026-02-11 14:59:23.295295,517,RTGS,0,0,0,23.400791505791506,2
59,10024,20018,26045.57,2026-02-24 10:23:23.295295,749,IMPS,0,0,0,34.727426666666666,0
60,10053,20072,976.42,2026-01-10 06:02:23.295295,79,UPI,0,0,0,12.20525,3
61,10021,20030,4993.81,2026-02-07 03:13:23.295295,206,UPI,0,0,0,24.124685990338165,3
62,10039,20060,13196.86,2026-01-30 08:08:23.295295,56,RTGS,0,0,0,231.5238596491228,2
63,10020,20004,10312.72,2026-02-03 10:35:23.295295,758,IMPS,0,0,0,13.587246376811594,0
64,10082,20092,7558.13,2026-01-18 02:18:23.295295,339,IMPS,0,0,0,22.22979411764706,0
65,10081,20082,14045.67,2026-01-08 19:51:23.295295,438,IMPS,0,0,0,31.994692482915717,0
66,10071,20041,5672.14,2026-01-30 03:01:23.295295,778,IMPS,0,0,0,7.281309370988447,0
67,10007,20051,23701.98,2025-12-28 19:15:23.295295,715,RTGS,0,0,0,33.10332402234637,2
68,10043,20012,1487.76,2026-02-13 07:53:23.295295,287,IMPS,0,0,0,5.1658333333333335,0
69,10019,20088,12957.7,2026-02-07 02:00:23.295295,510,NEFT,0,0,0,25.357534246575344,1
70,10083,20006,45750.58,2026-02-28 23:01:23.295295,590,IMPS,0,1,0,77.41214890016921,0
71,10052,20047,38299.19,2025-12-26 07:47:23.295295,300,UPI,0,1,0,127.2398338870432,3
72,10056,20067,19250.46,2026-01-03 12:19:23.295295,13,UPI,0,0,1,1375.032857142857,3
73,10010,20089,17246.89,2025-12-31 11:34:23.295295,27,IMPS,0,0,1,615.9603571428571,0
74,10002,20014,5256.98,2026-02-02 00:37:23.295295,376,IMPS,0,0,0,13.944244031830237,0
75,10045,20080,22493.26,2025-12-27 03:15:23.295295,893,UPI,0,0,0,25.160246085011185,3
76,10057,20017,5774.23,2026-01-28 20:31:23.295295,138,UPI,0,0,0,41.54122302158273,3
77,10012,20092,7614.65,2026-02-12 08:43:23.295295,322,UPI,0,0,0,23.574767801857583,3
78,10055,20052,38367.14,2026-01-29 19:18:23.295295,905,IMPS,1,1,0,42.34783664459161,0
79,10003,20092,8164.99,2026-03-04 14:25:23.295295,698,RTGS,0,0,0,11.68095851216023,2
80,10094,20016,36824.13,2026-01-20 20:22:23.295295,460,RTGS,0,1,0,79.87880694143166,2
81,10086,20085,46544.64,2026-02-13 01:21:23.295295,869,RTGS,0,1,0,53.49958620689655,2
82,10063,20040,21485.0,2026-02-02 18:53:23.295295,654,RTGS,0,0,0,32.80152671755725,2
83,10044,20022,18777.33,2026-01-06 09:22:23.295295,11,RTGS,0,0,1,1564.7775000000001,2
84,10042,20042,35491.41,2026-01-10 22:37:23.295295,753,IMPS,0,1,0,47.070835543766584,0
85,10051,20007,18350.84,2026-01-12 13:20:23.295295,607,IMPS,0,0,0,30.18230263157895,0
86,10081,20031,18743.28,2026-01-31 04:38:23.295295,41,UPI,0,0,0,446.2685714285714,3
87,10047,20023,43806.07,2026-01-26 00:35:23.295295,878,NEFT,0,1,0,49.836257110352676,1
88,10059,20049,22653.49,2026-01-07 04:39:23.295295,653,IMPS,0,0,0,34.638363914373095,0
89,10065,20081,32092.32,2025-12-30 09:35:23.295295,444,IMPS,0,1,0,72.11757303370787,0
90,10032,20010,33182.98,2026-01-22 07:03:23.295295,49,NEFT,0,1,0,663.6596000000001,1
91,10049,20005,7804.05,2026-02-09 22:59:23.295295,569,RTGS,0,0,0,13.691315789473684,2
92,10030,20024,35895.4,2026-03-01 12:47:23.295295,158,IMPS,0,1,0,225.75723270440253,0
93,10076,20053,6148.91,2026-01-19 16:45:23.295295,345,NEFT,0,0,0,17.7714161849711,1
94,10044,20030,854.18,2026-01-09 22:02:23.295295,499,IMPS,0,0,0,1.7083599999999999,0
95,10027,20072,28768.78,2026-01-02 17:51:23.295295,675,IMPS,0,0,0,42.55736686390532,0
96,10062,20082,46587.61,2026-02-01 01:55:23.295295,621,IMPS,0,1,0,74.89969453376206,0
97,10010,20024,3253.6,2026-02-02 23:34:23.295295,124,UPI,0,0,0,26.0288,3
98,10000,20087,28267.48,2026-01-14 17:15:23.295295,447,NEFT,0,0,0,63.09705357142857,1
99,10093,20008,13454.74,2026-02-25 23:48:23.295295,258,NEFT,0,0,0,51.94880308880309,1
100,10092,20040,1651.75,2026-02-23 17:28:23.295295,299,RTGS,0,0,0,5.505833333333333,2
101,10047,20099,19489.03,2026-02-27 09:34:23.295295,215,NEFT,0,0,0,90.22699074074073,1
102,10024,20073,43723.64,2026-01-30 23:31:23.295295,772,IMPS,0,1,0,56.56357050452781,0
103,10088,20079,22429.52,2026-02-01 12:33:23.295295,27,IMPS,1,0,1,801.0542857142857,0
104,10095,20093,47513.13,2026-02-09 08:40:23.295295,899,RTGS,0,1,0,52.792366666666666,2
105,10044,20077,17784.73,2026-01-03 23:26:23.295295,735,NEFT,1,0,0,24.164035326086957,1
106,10046,20057,32234.45,2026-01-26 11:15:23.295295,798,UPI,0,1,0,40.34349186483104,3
107,10034,20042,28074.17,2026-01-14 07:52:23.295295,504,RTGS,0,0,0,55.592415841584156,2
108,10021,20091,47175.22,2026-03-02 15:56:23.295295,577,IMPS,0,1,0,81.6180276816609,0
109,10072,20077,44310.01,2026-02-05 08:45:23.295295,494,NEFT,0,1,0,89.51517171717173,1
110,10088,20040,9164.02,2025-12-31 19:11:23.295295,591,IMPS,0,0,0,15.479763513513515,0
111,10025,20058,21672.2,2026-01-01 01:18:23.295295,864,UPI,0,0,0,25.05456647398844,3
112,10059,20042,17939.38,2026-01-27 09:18:23.295295,670,RTGS,0,0,0,26.73529061102832,2
113,10078,20069,39345.21,2026-01-03 06:57:23.295295,510,NEFT,0,1,0,76.99649706457926,1
114,10043,20000,19460.63,2026-02-06 22:42:23.295295,159,NEFT,0,0,0,121.6289375,1
115,10063,20011,21405.74,2026-01-16 14:32:23.295295,387,UPI,0,0,0,55.169432989690726,3
116,10097,20098,35277.6,2026-01-08 02:27:23.295295,954,RTGS,0,1,0,36.939895287958116,2
117,10038,20082,7282.57,2025-12-31 14:11:23.295295,428,NEFT,0,0,0,16.975687645687646,1
118,10040,20051,22595.56,2026-02-23 05:56:23.295295,673,RTGS,0,0,0,33.524569732937685,2
119,10053,20086,14247.21,2026-01-01 04:40:23.295295,213,NEFT,0,0,0,66.5757476635514,1
120,10092,20005,15108.64,2026-01-29 17:07:23.295295,727,NEFT,0,0,0,20.75362637362637,1
121,10039,20058,30525.06,2026-01-23 03:32:23.295295,262,UPI,1,1,0,116.0648669201521,3
122,10010,20011,13633.62,2026-02-13 07:07:23.295295,521,UPI,0,0,0,26.118045977011494,3
123,10010,20037,14990.91,2026-01-07 07:58:23.295295,112,RTGS,0,0,0,132.6629203539823,2
124,10043,20090,24713.74,2026-01-16 03:56:23.295295,9,RTGS,0,0,1,2471.3740000000003,2
125,10074,20070,32793.04,2026-01-18 23:15:23.295295,811,UPI,0,1,0,40.38551724137931,3
126,10079,20057,47975.51,2026-01-23 02:03:23.295295,928,NEFT,0,1,0,51.64209903121636,1
127,10069,20065,48843.68,2026-01-06 22:25:23.295295,463,NEFT,0,1,0,105.26655172413793,1
128,10034,20099,37969.91,2026-02-20 12:01:23.295295,368,NEFT,0,1,0,102.89948509485096,1
129,10088,20099,26441.43,2026-02-28 22:33:23.295295,70,NEFT,0,0,0,372.41450704225355,1
130,10063,20013,5217.39,2026-02-15 16:18:23.295295,487,RTGS,0,0,0,10.691372950819673,2
131,10079,20029,38589.13,2026-01-23 06:26:23.295295,640,NEFT,0,1,0,60.20145085803432,1
132,10040,20075,8180.6,2026-02-23 16:48:23.295295,520,UPI,0,0,0,15.701727447216891,3
133,10015,20028,43144.75,2026-02-19 14:10:23.295295,265,IMPS,0,1,0,162.1983082706767,0
134,10013,20004,5376.25,2026-02-16 20:51:23.295295,288,UPI,0,0,0,18.602941176470587,3
135,10018,20027,14092.87,2026-03-04 00:42:23.295295,825,IMPS,0,0,0,17.061585956416465,0
136,10072,20098,7126.29,2026-02-15 07:01:23.295295,592,RTGS,0,0,0,12.017352445193929,2
137,10008,20053,49409.69,2026-02-14 05:12:23.295295,751,NEFT,0,1,0,65.704375,1
138,10046,20060,33565.38,2026-01-11 15:54:23.295295,3,UPI,1,1,1,8391.345,3
139,10017,20047,27392.83,2026-01-30 19:49:23.295295,23,NEFT,0,0,1,1141.3679166666668,1
140,10034,20017,19746.49,2026-02-14 15:10:23.295295,208,IMPS,0,0,0,94.4808133971292,0
141,10036,20022,37501.85,2026-01-20 09:29:23.295295,537,UPI,0,1,0,69.7060408921933,3
142,10073,20022,9828.88,2026-01-03 04:43:23.295295,459,RTGS,0,0,0,21.367130434782606,2
143,10024,20077,46473.04,2026-01-02 02:05:23.295295,149,NEFT,0,1,0,309.82026666666667,1
144,10081,20006,49018.5,2025-12-30 13:03:23.295295,897,NEFT,0,1,0,54.58630289532294,1
145,10003,20085,21954.9,2026-02-10 08:00:23.295295,775,RTGS,0,0,0,28.292396907216496,2
146,10009,20034,22921.75,2026-01-22 08:46:23.295295,907,RTGS,0,0,0,25.244218061674008,2
147,10066,20004,5122.33,2026-01-14 04:14:23.295295,750,RTGS,0,0,0,6.820679094540613,2
148,10054,20068,8080.78,2026-02-16 03:20:23.295295,913,RTGS,0,0,0,8.841115973741793,2
149,10009,20023,48971.97,2026-02-06 05:07:23.295295,174,UPI,0,1,0,279.8398285714286,3
150,10024,20036,28755.56,2026-01-16 14:54:23.295295,210,RTGS,0,0,0,136.2822748815166,2
151,10083,20074,30568.01,2026-01-04 14:39:23.295295,704,UPI,0,1,0,43.358879432624114,3
152,10092,20099,30792.92,2026-01-19 01:51:23.295295,275,UPI,0,1,0,111.56855072463767,3
153,10082,20060,40304.9,2026-02-13 10:23:23.295295,728,NEFT,0,1,0,55.28792866941015,1
154,10050,20066,48463.13,2026-01-16 09:46:23.295295,557,NEFT,0,1,0,86.85148745519713,1
155,10081,20094,9340.43,2026-02-18 05:55:23.295295,821,RTGS,0,0,0,11.363053527980536,2
156,10047,20088,32379.71,2026-01-19 01:37:23.295295,184,IMPS,0,1,0,175.02545945945946,0
157,10067,20009,30506.01,2026-01-05 17:34:23.295295,794,UPI,0,1,0,38.372339622641505,3
158,10087,20068,31149.47,2026-01-23 12:24:23.295295,503,NEFT,0,1,0,61.80450396825397,1
159,10070,20020,10167.72,2026-01-17 23:41:23.295295,974,NEFT,0,0,0,10.428430769230769,1
160,10010,20080,47583.14,2026-01-30 12:15:23.295295,74,IMPS,0,1,0,634.4418666666667,0
161,10034,20057,26206.57,2026-01-16 05:14:23.295295,512,NEFT,0,0,0,51.08493177387914,1
162,10008,20049,9380.95,2026-03-02 20:14:23.295295,916,NEFT,0,0,0,10.230043620501636,1
163,10010,20079,25067.09,2025-12-28 12:31:23.295295,273,NEFT,1,0,0,91.4857299270073,1
164,10060,20021,6954.8,2026-02-27 04:02:23.295295,365,NEFT,0,0,0,19.002185792349728,1
165,10054,20076,328.24,2026-02-12 07:01:23.295295,336,NEFT,0,0,0,0.9740059347181009,1
166,10095,20089,18033.92,2026-03-03 11:04:23.295295,898,IMPS,0,0,0,20.059977753058952,0
167,10099,20090,22876.56,2026-02-24 08:54:23.295295,440,IMPS,0,0,0,51.87428571428572,0
168,10047,20025,30851.72,2025-12-26 04:22:23.295295,652,RTGS,0,1,0,47.24612557427259,2
169,10002,20018,38194.37,2026-01-14 22:27:23.295295,998,RTGS,0,1,0,38.232602602602604,2
170,10096,20005,23341.48,2025-12-30 23:10:23.295295,470,IMPS,0,0,0,49.55728237791932,0
171,10039,20045,27502.41,2026-02-25 09:48:23.295295,419,NEFT,0,0,0,65.48192857142857,1
172,10075,20025,25793.26,2026-01-09 15:10:23.295295,94,RTGS,0,0,0,271.508,2
173,10002,20018,40885.48,2026-01-08 02:44:23.295295,916,NEFT,0,1,0,44.58612868047983,1
174,10094,20002,11839.47,2026-01-20 07:26:23.295295,51,UPI,0,0,0,227.68211538461537,3
175,10082,20002,10918.08,2026-02-03 20:27:23.295295,185,NEFT,0,0,0,58.699354838709674,1
176,10090,20001,26175.22,2026-02-11 13:51:23.295295,922,NEFT,0,0,0,28.358851570964248,1
177,10074,20000,7197.23,2026-01-19 14:29:23.295295,909,NEFT,0,0,0,7.909043956043956,1
178,10053,20024,3800.44,2026-01-26 16:28:23.295295,359,UPI,1,0,0,10.556777777777778,3
179,10055,20085,33027.0,2026-01-24 13:10:23.295295,301,UPI,0,1,0,109.36092715231788,3
180,10015,20095,22323.24,2026-02-27 14:47:23.295295,88,IMPS,0,0,0,250.82292134831462,0
181,10092,20087,28712.54,2026-01-12 10:21:23.295295,392,NEFT,0,0,0,73.05989821882952,1
182,10074,20035,17151.27,2026-01-22 10:30:23.295295,748,UPI,0,0,0,22.898891855807744,3
183,10013,20079,22721.63,2026-01-18 06:54:23.295295,619,UPI,0,0,0,36.64779032258065,3
184,10008,20026,24119.86,2026-01-03 14:52:23.295295,444,NEFT,0,0,0,54.20193258426966,1
185,10073,20014,7781.58,2026-02-23 20:06:23.295295,717,RTGS,0,0,0,10.837855153203343,2
186,10087,20071,38241.81,2026-01-05 22:54:23.295295,292,UPI,0,1,0,130.5181228668942,3
187,10020,20027,5524.02,2026-02-06 19:57:23.295295,329,RTGS,0,0,0,16.739454545454546,2
188,10093,20043,17185.82,2026-02-22 09:19:23.295295,31,IMPS,0,0,0,537.056875,0
189,10020,20038,21359.65,2026-02-25 09:56:23.295295,871,IMPS,0,0,0,24.49501146788991,0
190,10003,20052,20853.34,2026-01-22 12:36:23.295295,204,UPI,0,0,0,101.72360975609756,3
191,10056,20039,39956.2,2026-02-13 14:16:23.295295,115,RTGS,0,1,0,344.45,2
192,10076,20008,16811.37,2026-01-02 11:03:23.295295,355,NEFT,0,0,0,47.22294943820224,1
193,10083,20068,31915.47,2026-02-08 08:21:23.295295,920,RTGS,0,1,0,34.653061889250814,2
194,10045,20059,4990.54,2026-01-15 10:12:23.295295,528,UPI,0,0,0,9.433913043478261,3
195,10056,20087,3642.24,2026-02-23 08:03:23.295295,746,IMPS,0,0,0,4.87582329317269,0
196,10068,20010,13786.61,2026-01-06 19:34:23.295295,223,RTGS,0,0,0,61.54736607142858,2
197,10034,20051,33711.61,2026-03-02 03:28:23.295295,74,UPI,0,1,0,449.48813333333334,3
198,10092,20047,42817.53,2026-02-18 03:40:23.295295,176,IMPS,0,1,0,241.90694915254235,0
199,10017,20096,21678.86,2026-02-18 19:25:23.295295,688,IMPS,0,0,0,31.464238026124818,0
200,10043,20054,48175.65,2026-02-08 05:11:23.295295,368,IMPS,0,1,0,130.55731707317074,0
201,10100,20039,42100.78,2026-02-07 03:26:23.295295,904,NEFT,0,1,0,46.520198895027626,1
202,10018,20009,15454.85,2026-02-28 12:15:23.295295,108,RTGS,1,0,0,141.78761467889908,2
203,10068,20012,37207.75,2026-01-07 04:32:23.295295,687,RTGS,0,1,0,54.081031976744185,2
204,10068,20082,34856.42,2026-02-24 21:32:23.295295,979,IMPS,0,1,0,35.56777551020408,0
205,10025,20069,39955.91,2025-12-26 01:02:23.295295,768,RTGS,0,1,0,51.958270481144346,2
206,10056,20014,11726.49,2026-03-03 00:57:23.295295,265,IMPS,0,0,0,44.08454887218045,0
207,10015,20068,13524.41,2025-12-30 10:34:23.295295,848,IMPS,0,0,0,15.929811542991756,0
208,10089,20010,29325.41,2026-02-23 07:34:23.295295,595,NEFT,0,0,0,49.20370805369127,1
209,10097,20093,10114.62,2026-02-23 00:10:23.295295,266,UPI,0,0,0,37.882471910112365,3
210,10077,20010,18363.33,2026-02-09 21:17:23.295295,86,RTGS,0,0,0,211.07275862068968,2
211,10031,20070,45808.98,2026-01-08 12:25:23.295295,134,IMPS,0,1,0,339.3257777777778,0
212,10099,20081,16783.34,2026-02-05 01:40:23.295295,948,NEFT,0,0,0,17.685289778714438,1
213,10022,20005,15207.95,2025-12-26 07:38:23.295295,99,NEFT,0,0,0,152.0795,1
214,10073,20038,1503.68,2025-12-28 22:38:23.295295,692,IMPS,0,0,0,2.16981240981241,0
215,10025,20042,3934.48,2026-02-05 12:33:23.295295,743,NEFT,0,0,0,5.288279569892473,1
216,10054,20096,44300.13,2026-01-23 09:42:23.295295,871,NEFT,0,1,0,50.802901376146785,1
217,10023,20051,1924.07,2026-02-09 20:04:23.295295,358,RTGS,0,0,0,5.359526462395543,2
218,10050,20097,31735.75,2025-12-31 13:02:23.295295,919,NEFT,0,1,0,34.49538043478261,1
219,10004,20016,35430.67,2026-02-28 04:10:23.295295,515,UPI,0,1,0,68.66408914728682,3
220,10098,20051,45300.46,2026-01-14 06:33:23.295295,971,RTGS,0,1,0,46.605411522633744,2
221,10056,20052,36216.65,2025-12-27 08:18:23.295295,143,RTGS,0,1,0,251.5045138888889,2
222,10072,20067,19315.59,2026-03-01 16:22:23.295295,223,NEFT,0,0,0,86.2303125,1
223,10045,20016,4893.03,2026-02-22 09:10:23.295295,322,RTGS,0,0,0,15.148699690402475,2
224,10041,20100,12725.59,2026-02-04 21:14:23.295295,527,NEFT,0,0,0,24.101496212121212,1
225,10018,20083,46043.29,2025-12-27 01:49:23.295295,444,UPI,0,1,0,103.46806741573035,3
226,10078,20071,39295.62,2026-02-20 05:20:23.295295,293,UPI,0,1,0,133.65857142857143,3
227,10055,20012,24578.64,2026-02-16 20:21:23.295295,562,NEFT,0,0,0,43.656554174067495,1
228,10065,20079,24581.55,2026-01-31 09:02:23.295295,176,RTGS,0,0,0,138.87881355932203,2
229,10064,20099,25183.22,2026-03-01 20:14:23.295295,217,NEFT,0,0,0,115.51935779816515,1
230,10091,20028,4040.66,2026-01-02 15:01:23.295295,895,NEFT,0,0,0,4.509665178571429,1
231,10034,20061,6692.36,2026-01-15 12:09:23.295295,60,UPI,0,0,0,109.71081967213114,3
232,10097,20050,32072.0,2026-02-11 09:29:23.295295,939,IMPS,0,1,0,34.11914893617021,0
233,10096,20016,890.11,2026-01-12 02:25:23.295295,920,IMPS,0,0,0,0.9664603691639523,0
234,10082,20085,29326.34,2026-02-10 10:49:23.295295,403,UPI,0,0,0,72.58995049504951,3
235,10039,20093,30838.02,2026-02-18 22:29:23.295295,914,UPI,0,1,0,33.70275409836066,3
236,10088,20071,8753.08,2026-01-21 00:40:23.295295,112,IMPS,0,0,0,77.4608849557522,0
237,10029,20096,17046.59,2026-03-04 02:35:23.295295,400,RTGS,0,0,0,42.51019950124688,2
238,10086,20032,938.52,2026-01-02 14:41:23.295295,192,IMPS,0,0,0,4.8627979274611395,0
239,10079,20074,35702.39,2026-01-16 07:53:23.295295,545,UPI,0,1,0,65.38899267399268,3
240,10019,20013,22229.04,2025-12-26 12:29:23.295295,520,RTGS,0,0,0,42.666103646833015,2
241,10062,20019,24873.68,2026-01-02 18:27:23.295295,660,IMPS,0,0,0,37.630378214826024,0
242,10068,20071,21619.29,2026-01-05 04:43:23.295295,462,RTGS,0,0,0,46.69393088552916,2
243,10012,20011,33545.99,2026-02-01 00:48:23.295295,762,UPI,0,1,0,43.96591087811271,3
244,10040,20030,39415.21,2026-02-04 23:41:23.295295,213,NEFT,0,1,0,184.18322429906542,1
245,10010,20036,4030.92,2026-01-13 03:02:23.295295,654,IMPS,0,0,0,6.154076335877862,0
246,10048,20020,49093.67,2026-01-18 17:46:23.295295,847,NEFT,0,1,0,57.8934787735849,1
247,10020,20007,1393.7,2026-02-05 14:31:23.295295,509,NEFT,0,0,0,2.732745098039216,1
248,10026,20010,23519.1,2026-01-04 11:28:23.295295,825,IMPS,0,0,0,28.473486682808716,0
249,10064,20004,40427.18,2026-02-03 13:26:23.295295,949,UPI,0,1,0,42.55492631578947,3
250,10075,20017,35378.02,2026-01-25 07:59:23.295295,25,NEFT,1,1,1,1360.693076923077,1
251,10061,20084,16079.73,2026-01-22 00:03:23.295295,781,UPI,0,0,0,20.562314578005115,3
252,10049,20014,22354.97,2026-01-03 02:41:23.295295,252,IMPS,0,0,0,88.3595652173913,0
253,10036,20089,21679.4,2026-02-25 17:59:23.295295,86,NEFT,0,0,0,249.18850574712644,1
254,10006,20100,36874.67,2026-01-16 08:40:23.295295,333,IMPS,0,1,0,110.40320359281436,0
255,10001,20096,1599.6,2026-02-10 19:31:23.295295,383,NEFT,0,0,0,4.1656249999999995,1
256,10079,20029,19587.91,2026-01-01 09:14:23.295295,59,RTGS,0,0,0,326.4651666666667,2
257,10096,20006,40205.72,2025-12-25 09:46:23.295295,3,NEFT,1,1,1,10051.43,1
258,10096,20053,43862.86,2026-01-28 03:29:23.295295,369,NEFT,0,1,0,118.54827027027027,1
259,10072,20003,47182.81,2026-03-04 16:16:23.295295,933,RTGS,0,1,0,50.51692719486081,2
260,10009,20047,22529.43,2026-01-08 05:28:23.295295,351,NEFT,0,0,0,64.0040625,1
261,10054,20076,16060.08,2025-12-31 04:51:23.295295,237,UPI,0,0,0,67.47932773109244,3
262,10045,20012,9401.02,2026-02-10 22:02:23.295295,362,NEFT,0,0,0,25.898126721763088,1
263,10099,20100,38501.94,2026-01-07 18:00:23.295295,231,NEFT,0,1,0,165.9566379310345,1
264,10012,20008,1276.37,2026-01-29 21:10:23.295295,471,NEFT,0,0,0,2.704173728813559,1
265,10012,20015,19721.75,2026-01-20 15:32:23.295295,601,IMPS,0,0,0,32.76038205980066,0
266,10052,20074,18053.9,2026-02-06 19:40:23.295295,799,IMPS,0,0,0,22.567375000000002,0
267,10054,20056,22329.5,2026-02-08 10:58:23.295295,125,RTGS,0,0,0,177.21825396825398,2
